block_name,fom_id,status,comment_open,comment_closed,comment_open_now,planned_date,create_date,planned_area_ha,watershed,oldgrowth_overlap_ha,ancient_overlap_ha,deferral_overlap_ha,ogma_overlap_ha,nearest_rec_m,nearest_fish_m,why_matters,priority_score
12-145,1235,Comment closed,2024-04-03,2024-05-03,no,2024-04-01,2024-07-05,1.4,Campbell River area,0.0,0.0,0.0,0.0,11727,336,,0.0
12-44F,2843,Comment closed,2025-12-17,2026-01-16,no,2025-12-17,2026-05-12,1.0,Campbell River area,0.0,0.0,0.0,0.0,13317,557,,0.0
12-031,2397,Comment closed,2025-06-18,2025-07-18,no,2025-06-17,2025-07-25,4.2,Campbell River area,0.0,0.0,0.0,0.0,14965,2343,,0.0
12-033,2398,Comment closed,2025-06-18,2025-07-18,no,2025-06-17,2025-07-25,4.7,Campbell River area,0.0,0.0,0.0,0.0,14524,2129,,0.0
12-137,2399,Comment closed,2025-06-18,2025-07-18,no,2025-06-17,2025-07-25,2.2,Campbell River area,0.0,0.0,0.0,0.0,13871,618,,0.0
12-148,2737,Comment closed,2025-11-19,2025-12-19,no,2025-11-19,2025-11-18,4.6,Campbell River area,0.0,0.0,0.0,0.0,15995,1663,,0.0
12-148,2844,Comment closed,2025-12-17,2026-01-16,no,2025-12-17,2025-12-16,5.1,Campbell River area,0.0,0.0,0.0,0.0,15995,1663,,0.0
12-106,2845,Comment closed,2025-12-17,2026-01-16,no,2025-12-17,2025-12-16,1.8,Campbell River area,0.0,0.0,0.0,0.0,17006,564,,0.0
12-106A,2846,Comment closed,2025-12-17,2026-01-16,no,2025-12-17,2025-12-16,2.3,Campbell River area,0.0,0.0,0.0,0.0,16767,690,,0.0
SApy5HS,1223,Comment closed,2024-04-03,2024-05-03,no,2028-05-15,2024-05-07,58.2,Campbell River area,0.0,0.0,0.0,0.0,1615,1183,,0.0
SApy5HY,1223,Comment closed,2024-04-03,2024-05-03,no,2028-05-15,2024-05-07,39.3,Campbell River area,0.0,0.0,0.0,0.0,2892,1179,,0.0
PYE-7A,3095,Comment closed,2026-04-29,2026-05-29,no,2026-05-31,2026-06-04,11.6,Campbell River area,0.0,0.0,0.0,0.0,682,559,,0.0
PYE-7B,3095,Comment closed,2026-04-29,2026-05-29,no,2026-05-31,2026-06-04,6.7,Campbell River area,0.0,0.0,0.0,0.0,605,527,,0.0
PYE-8,3097,Comment closed,2026-04-22,2026-05-22,no,2026-05-31,2026-04-15,25.2,Campbell River area,0.0,0.0,0.0,0.0,1189,827,,0.0
ELK192,2749,Comment closed,2026-01-28,2026-02-27,no,2026-03-15,2026-01-21,32.6,Campbell River area,0.0,0.0,0.0,0.0,1743,466,,0.0
ELK192,2348,Comment closed,2025-05-28,2025-06-27,no,2025-07-15,2025-10-29,35.9,Campbell River area,0.0,0.0,0.0,0.0,1772,412,,0.0
ELK191,2749,Comment closed,2026-01-28,2026-02-27,no,2026-03-15,2026-01-21,30.1,Campbell River area,0.0,0.0,0.0,0.0,824,1037,,0.0
ELK191,2348,Comment closed,2025-05-28,2025-06-27,no,2025-07-15,2025-10-29,46.8,Campbell River area,0.0,0.0,0.0,0.0,814,981,,0.0
ELK191,1998,Comment closed,2024-11-27,2024-12-27,no,2025-01-01,2024-11-25,46.8,Campbell River area,0.0,0.0,0.0,0.0,814,981,,0.0
ELK400,1446,Comment closed,2024-04-25,2024-05-25,no,2025-01-01,2024-08-27,18.4,Campbell River area,0.0,0.0,0.0,0.0,2069,1480,,0.0
ELK303,1446,Comment closed,2024-04-25,2024-05-25,no,2025-01-01,2024-08-27,8.9,Campbell River area,0.0,0.0,0.0,0.0,1773,1360,,0.0
ELK303,2348,Comment closed,2025-05-28,2025-06-27,no,2025-07-15,2025-10-29,8.8,Campbell River area,0.0,0.0,0.0,0.0,1773,1360,,0.0
ELK181,2001,Comment closed,2024-11-27,2024-12-31,no,2025-01-01,2025-04-16,9.4,Campbell River area,0.0,0.0,0.0,0.0,1864,4048,,0.0
ELK180B,1446,Comment closed,2024-04-25,2024-05-25,no,2026-01-01,2024-08-27,3.1,Campbell River area,0.0,0.0,0.0,0.0,1866,4052,,0.0
ELK180B (1),1446,Comment closed,2024-04-25,2024-05-25,no,2026-01-01,2024-08-27,2.0,Campbell River area,0.0,0.0,0.0,0.0,2227,4175,,0.0
ELK171,2349,Comment closed,2025-05-28,2025-06-27,no,2025-07-15,2025-06-27,3.2,Campbell River area,0.0,0.0,0.0,0.0,3397,4522,,0.0
ELK185,2001,Comment closed,2024-11-27,2024-12-31,no,2025-01-01,2025-04-16,6.4,Campbell River area,0.0,0.0,0.0,0.0,853,2288,,0.0
ELK182,2001,Comment closed,2024-11-27,2024-12-31,no,2025-01-01,2025-04-16,4.9,Campbell River area,0.0,0.0,0.0,0.0,961,2958,,0.0
ELK050,2003,Comment closed,2024-11-27,2024-12-27,no,2025-01-01,2024-11-25,15.1,Campbell River area,0.0,0.0,0.0,0.0,5159,3064,,0.0
ELK075,2001,Comment closed,2024-11-27,2024-12-31,no,2025-01-01,2025-04-16,28.2,Campbell River area,0.0,0.0,0.0,0.0,2439,774,,0.0
ELK180A,1446,Comment closed,2024-04-25,2024-05-25,no,2026-01-01,2024-08-27,17.2,Campbell River area,0.0,0.0,0.0,0.0,1351,3135,,0.0
ELK184F,2350,Comment closed,2025-05-28,2025-06-27,no,2025-07-15,2025-08-19,3.4,Campbell River area,0.0,0.0,0.0,0.0,4339,4154,,0.0
ELK184E,1441,Comment closed,2024-04-25,2024-05-25,no,2025-01-01,2024-08-27,9.8,Campbell River area,0.0,0.0,0.0,0.0,4356,4174,,0.0
ELK184E,2350,Comment closed,2025-05-28,2025-06-27,no,2025-07-15,2025-08-19,7.9,Campbell River area,0.0,0.0,0.0,0.0,4503,4361,,0.0
ELK173,2349,Comment closed,2025-05-28,2025-06-27,no,2025-07-15,2025-06-27,2.9,Campbell River area,0.0,0.0,0.0,0.0,3425,3919,,0.0
ELK174,2349,Comment closed,2025-05-28,2025-06-27,no,2025-07-15,2025-06-27,3.9,Campbell River area,0.0,0.0,0.0,0.0,3953,4342,,0.0
ELK175,2350,Comment closed,2025-05-28,2025-06-27,no,2025-07-15,2025-08-19,4.0,Campbell River area,0.0,0.0,0.0,0.0,4843,4835,,0.0
ELK172,2349,Comment closed,2025-05-28,2025-06-27,no,2025-07-15,2025-06-27,0.6,Campbell River area,0.0,0.0,0.0,0.0,3243,4068,,0.0
ELK051A,2351,Comment closed,2025-05-28,2025-06-27,no,2025-07-15,2025-09-03,2.0,Campbell River area,0.0,0.0,0.0,0.0,5926,5104,,0.0
12-818,2962,Comment closed,2026-03-04,2026-04-04,no,2026-03-03,2026-03-03,7.8,Campbell River area,0.0,0.0,0.0,0.0,8301,1664,,0.0
12-826,2963,Comment closed,2026-03-04,2026-04-04,no,2026-03-03,2026-03-03,5.2,Campbell River area,0.0,0.0,0.0,0.0,9074,1068,,0.0
12-48AJ,2738,Comment closed,2025-11-19,2025-12-19,no,2025-11-19,2026-02-18,1.5,Campbell River area,0.0,0.0,0.0,0.0,10048,769,,0.0
12-651,1235,Comment closed,2024-04-03,2024-05-03,no,2024-04-01,2024-07-05,2.4,Campbell River area,0.0,0.0,0.0,0.0,11378,1038,,0.0
12-311,2282,Comment closed,2025-04-16,2025-05-16,no,2025-04-14,2025-05-23,4.5,Campbell River area,0.0,0.0,0.0,0.0,11411,859,,0.0
12-308,1235,Comment closed,2024-04-03,2024-05-03,no,2024-04-01,2024-07-05,3.1,Campbell River area,0.0,0.0,0.0,0.0,13004,403,,0.0
12-312,2283,Comment closed,2025-04-16,2025-05-16,no,2025-04-14,2025-05-23,5.8,Campbell River area,0.0,0.0,0.0,0.0,12302,768,,0.0
12-905,2567,Comment closed,2025-09-17,2025-10-17,no,2025-09-17,2025-10-31,10.9,Campbell River area,0.0,0.0,0.0,0.0,11129,475,,0.0
12-919,2735,Comment closed,2025-11-19,2025-12-19,no,2025-11-19,2025-11-18,5.2,Campbell River area,0.0,0.0,0.0,0.0,12399,1213,,0.0
12-920,2848,Comment closed,2025-12-17,2026-01-16,no,2025-12-17,2025-12-16,2.7,Campbell River area,0.0,0.0,0.0,0.0,12869,1925,,0.0
BLK226C,1995,Comment closed,2024-11-27,2024-12-27,no,2025-01-01,2025-02-19,4.9,Campbell River area,0.0,0.0,0.0,0.0,10077,4374,,0.0
BLK229,1447,Comment closed,2024-04-25,2024-05-25,no,2024-05-31,2024-11-22,6.4,Campbell River area,0.0,0.0,0.0,0.0,9229,3261,,0.0
BLK229,2750,Comment closed,2026-01-28,2026-02-27,no,2026-03-15,2026-03-09,6.4,Campbell River area,0.0,0.0,0.0,0.0,9229,3261,,0.0
BLK002H,2353,Comment closed,2025-05-28,2025-06-27,no,2025-07-15,2025-05-26,6.4,Campbell River area,0.0,0.0,0.0,0.0,2289,2357,,0.0
BLK007H,2353,Comment closed,2025-05-28,2025-06-27,no,2025-07-15,2025-05-26,4.4,Campbell River area,0.0,0.0,0.0,0.0,4281,1906,,0.0
BLK120,1441,Comment closed,2024-04-25,2024-05-25,no,2025-01-01,2024-08-27,2.4,Campbell River area,0.0,0.0,0.0,0.0,7698,886,,0.0
BLK230_Series,1447,Comment closed,2024-04-25,2024-05-25,no,2024-05-31,2024-11-22,35.2,Campbell River area,0.0,0.0,0.0,0.0,8486,2256,,0.0
BLK230,2750,Comment closed,2026-01-28,2026-02-27,no,2026-03-15,2026-03-09,35.2,Campbell River area,0.0,0.0,0.0,0.0,8486,2256,,0.0
BLK230,3009,Comment closed,2026-03-18,2026-04-17,no,2026-04-15,2026-03-12,35.2,Campbell River area,0.0,0.0,0.0,0.0,8486,2256,,0.0
BLK130,1999,Comment closed,2024-11-27,2024-12-27,no,2025-01-01,2024-11-25,4.2,Campbell River area,0.0,0.0,0.0,0.0,3636,589,,0.0
BLK130,2347,Comment closed,2025-05-28,2025-06-27,no,2025-07-15,2025-09-03,4.5,Campbell River area,0.0,0.0,0.0,0.0,3579,491,,0.0
BLKRB4,1441,Comment closed,2024-04-25,2024-05-25,no,2026-01-01,2024-08-27,4.2,Campbell River area,0.0,0.0,0.0,0.0,2377,682,,0.0
BLKRB5,1441,Comment closed,2024-04-25,2024-05-25,no,2026-01-01,2024-08-27,9.7,Campbell River area,0.0,0.0,0.0,0.0,2106,608,,0.0
BLK276,1999,Comment closed,2024-11-27,2024-12-27,no,2025-01-01,2024-11-25,16.9,Campbell River area,0.0,0.0,0.0,0.0,4633,708,,0.0
ELK220,1441,Comment closed,2024-04-25,2024-05-25,no,2025-01-01,2024-08-27,13.1,Campbell River area,0.0,0.0,0.0,0.0,1433,1755,,0.0
ELK220,2352,Comment closed,2025-05-28,2025-06-27,no,2025-07-15,2025-05-26,17.7,Campbell River area,0.0,0.0,0.0,0.0,1433,1755,,0.0
ELK222,1441,Comment closed,2024-04-25,2024-05-25,no,2025-01-01,2024-08-27,3.0,Campbell River area,0.0,0.0,0.0,0.0,1993,2097,,0.0
ELK222,2352,Comment closed,2025-05-28,2025-06-27,no,2025-07-15,2025-05-26,12.4,Campbell River area,0.0,0.0,0.0,0.0,1993,2097,,0.0
BLK201A,1997,Comment closed,2024-11-27,2024-12-27,no,2026-03-15,2026-03-09,22.5,Campbell River area,0.0,0.0,0.0,0.0,1178,784,,0.0
BLK255,2748,Comment closed,2026-01-28,2026-02-27,no,2026-03-15,2026-01-20,6.8,Campbell River area,0.0,0.0,0.0,0.0,2044,1828,,0.0
BLK210A,1446,Comment closed,2024-04-25,2024-05-25,no,2024-09-01,2024-08-27,0.0,Campbell River area,0.0,0.0,0.0,0.0,1085,765,,0.0
BLK210C,1446,Comment closed,2024-04-25,2024-05-25,no,2024-09-01,2024-08-27,2.7,Campbell River area,0.0,0.0,0.0,0.0,2100,1887,,0.0
BLK251,2347,Comment closed,2025-05-28,2025-06-27,no,2025-07-15,2025-09-03,31.4,Campbell River area,0.0,0.0,0.0,0.0,1008,846,,0.0
BLK254B,2748,Comment closed,2026-01-28,2026-02-27,no,2026-03-15,2026-01-20,8.9,Campbell River area,0.0,0.0,0.0,0.0,1874,1778,,0.0
BLK254A,2748,Comment closed,2026-01-28,2026-02-27,no,2026-03-15,2026-01-20,9.1,Campbell River area,0.0,0.0,0.0,0.0,1501,1311,,0.0
BLK253B,2748,Comment closed,2026-01-28,2026-02-27,no,2026-03-15,2026-01-20,9.3,Campbell River area,0.0,0.0,0.0,0.0,1462,879,,0.0
BLK253A,2748,Comment closed,2026-01-28,2026-02-27,no,2026-03-15,2026-01-20,5.6,Campbell River area,0.0,0.0,0.0,0.0,1644,1168,,0.0
BLK218,2347,Comment closed,2025-05-28,2025-06-27,no,2025-07-15,2025-09-03,2.9,Campbell River area,0.0,0.0,0.0,0.0,1746,683,,0.0
BLK219,1441,Comment closed,2024-04-25,2024-05-25,no,2026-01-01,2024-08-27,3.6,Campbell River area,0.0,0.0,0.0,0.0,1319,350,,0.0
ELK225,2000,Comment closed,2024-11-27,2024-12-27,no,2025-01-01,2024-11-25,10.4,Campbell River area,0.0,0.0,0.0,0.0,3268,2654,,0.0
11-415,2964,Comment closed,2026-03-04,2026-04-04,no,2026-03-03,2026-06-10,0.7,Campbell River area,0.0,0.0,0.0,0.0,5719,1993,,0.0
11-415,2838,Comment closed,2025-12-17,2026-01-16,no,2025-12-17,2025-12-16,4.1,Campbell River area,0.0,0.0,0.0,0.0,6032,2259,,0.0
K034C3RC,2203,Comment closed,2025-03-13,2025-04-13,no,2027-04-01,2025-04-16,63.7,Campbell River area,0.0,0.0,0.0,0.0,8076,2059,,0.0
11-437,2727,Comment closed,2025-11-19,2025-12-19,no,2025-11-19,2026-05-12,2.2,Campbell River area,0.0,0.0,0.0,0.0,6065,2416,,0.0
11-436,2726,Comment closed,2025-11-19,2025-12-19,no,2025-11-19,2026-02-17,7.9,Campbell River area,0.0,0.0,0.0,0.0,6856,3169,,0.0
11-409,2836,Comment closed,2025-12-17,2026-01-16,no,2025-12-17,2026-06-12,3.9,Campbell River area,0.0,0.0,0.0,0.0,8638,2450,,0.0
11-416,2965,Comment closed,2026-03-04,2026-04-04,no,2026-03-03,2026-06-12,5.1,Campbell River area,0.0,0.0,0.0,0.0,9418,2239,,0.0
11-413,2837,Comment closed,2025-12-17,2026-01-16,no,2025-12-17,2025-12-16,2.1,Campbell River area,0.0,0.0,0.0,0.0,11777,387,,0.0
11-68A,2835,Comment closed,2025-12-17,2026-01-16,no,2025-12-17,2025-12-16,4.1,Campbell River area,0.0,0.0,0.0,0.0,11998,724,,0.0
11-445,2839,Comment closed,2025-12-17,2026-01-16,no,2025-12-17,2025-12-16,2.8,Campbell River area,0.0,0.0,0.0,0.0,11701,951,,0.0
11-439,2725,Comment closed,2025-11-19,2025-12-19,no,2025-11-19,2026-02-09,1.1,Campbell River area,0.0,0.0,0.0,0.0,5174,1972,,0.0
11-411,2724,Comment closed,2025-11-19,2025-12-19,no,2025-11-19,2026-02-09,8.8,Campbell River area,0.0,0.0,0.0,0.0,5470,1971,,0.0
11-444,2834,Comment closed,2025-12-17,2026-01-16,no,2025-12-17,2025-12-16,0.9,Campbell River area,0.0,0.0,0.0,0.0,5843,2676,,0.0
12-921,2568,Comment closed,2025-09-17,2025-10-17,no,2025-09-17,2025-10-31,2.6,Campbell River area,0.0,0.0,0.0,0.0,10474,491,,0.0
12-922,2569,Comment closed,2025-09-17,2025-10-17,no,2025-09-17,2025-10-31,4.5,Campbell River area,0.0,0.0,0.0,0.0,10778,348,,0.0
12-926,2570,Comment closed,2025-09-17,2025-10-17,no,2025-09-17,2025-10-31,4.9,Campbell River area,0.0,0.0,0.0,0.0,12700,1374,,0.0
12-917,2733,Comment closed,2025-11-19,2025-12-19,no,2025-11-19,2025-11-18,3.4,Campbell River area,0.0,0.0,0.0,0.0,12632,1041,,0.0
12-956,2734,Comment closed,2025-11-19,2025-12-19,no,2025-11-19,2025-11-18,2.1,Campbell River area,0.0,0.0,0.0,0.0,12920,1192,,0.0
12-940,2731,Comment closed,2025-11-19,2025-12-19,no,2025-11-19,2025-11-18,1.2,Campbell River area,0.0,0.0,0.0,0.0,13882,2026,,0.0
12-940P,2732,Comment closed,2025-11-19,2025-12-19,no,2025-11-19,2025-11-18,1.2,Campbell River area,0.0,0.0,0.0,0.0,13901,2029,,0.0
12-902,2728,Comment closed,2025-11-19,2025-12-19,no,2025-11-19,2025-11-18,2.2,Campbell River area,0.0,0.0,0.0,0.0,13903,2168,,0.0
12-923P,2730,Comment closed,2025-11-19,2025-12-19,no,2025-11-19,2025-11-18,2.4,Campbell River area,0.0,0.0,0.0,0.0,14079,2209,,0.0
12-924,2729,Comment closed,2025-11-19,2025-12-19,no,2025-11-19,2025-11-18,1.4,Campbell River area,0.0,0.0,0.0,0.0,14438,2717,,0.0
